word	cluster_num
kurdish	4
rey	2
childless	10
din	6
ethel	4
cpu	3
geo	8
chick	10
debra	4
alli	14
censorship	8
ratio	8
haji	4
blanca	2
sound	6
motel	11
obsidian	15
regatta	11
stalin	4
socket	15
pendulum	5
mental	14
mori	4
illicit	10
paranoid	6
insist	6
wynn	4
wikipedia	3
int	2
martin	3
nebula	14
thwart	5
avatar	10
cholera	14
vivo	14
waistband	15
berlin	3
bauer	4
twain	8
nope	6
belong	5
angel	10
birmingham	3
eleven	8
shepard	3
slaughter	10
he	10
mit	2
diner	11
ration	8
medina	11
aristocrat	10
harrow	5
box	6
chapel	11
such	8
men	10
boss	10
catch	5
posterior	14
motto	6
matter	8
fresco	15
empress	10
center	8
seal	5
ion	14
margin	8
shard	15
buchanan	4
fae	4
bird	13
competitor	6
prayer	10
understood	5
mat	15
no	8
acacia	15
north	11
ghetto	11
division	7
much	8
on	8
wow	6
alaska	3
bellow	6
feud	6
spawn	11
fluent	8
mara	3
sacramento	3
task	7
instructor	7
twentieth	8
sigh	6
aj	2
darkest	8
shown	8
power	8
sierra	2
toy	11
firth	11
soup	12
court	8
newt	13
confess	6
peterson	3
spoke	6
after	8
ev	2
manual	6
det	2
gone	5
hank	3
lee	2
migrant	10
leash	15
okay	6
flyer	6
within	8
kim	2
alcohol	12
higher	8
liam	3
unfair	8
foreman	10
iran	3
von	2
blanco	2
rise	5
slab	11
napkin	15
second	8
thatcher	4
cast	6
faction	10
anderson	3
auto	11
haley	3
gloria	3
expect	8
central	8
momma	10
twitch	6
builder	10
tool	6
theres	2
turret	11
spire	11
an	8
sep	2
yale	4
were	8
width	8
judgment	8
jian	1
bluegrass	9
freshmen	7
phi	14
tutor	7
ai	2
soften	5
maryland	3
sunglass	15
boot	5
cantor	10
french	3
auction	8
suv	4
englishman	4
clever	8
action	5
swam	7
flagship	8
hawk	13
yong	1
threat	6
colonist	10
neil	3
abdul	4
lack	8
labrador	13
anthem	9
momentum	6
tag	15
pageant	7
hawker	11
wednesday	3
electro	9
nec	2
ryan	3
plasma	14
lan	1
lab	8
either	8
receptor	14
evil	10
mexican	3
photograph	15
uneven	8
stadium	11
pasta	12
eastward	11
health	14
recount	8
ever	8
lay	5
viii	2
distributor	8
parliament	8
racial	10
news	6
vers	2
sculpt	7
orang	4
curt	6
instrument	15
detroit	3
mind	8
complex	8
dad	10
spore	14
uptown	11
hamper	5
cheng	1
sentiment	6
gov	3
zu	2
ukrainian	4
viscount	10
dyer	4
nolan	3
rover	14
swollen	15
southwestern	11
montana	3
virtual	8
au	2
ol	4
bai	4
amiga	3
these	8
slam	5
fitz	4
saga	6
mil	8
supermarket	11
strode	5
nose	15
wrench	15
abel	4
without	8
creditor	8
more	8
cap	15
guard	7
surgeon	14
crown	7
seaman	11
gaga	6
companion	10
railway	11
shark	13
teller	10
devin	3
radio	6
morocco	4
apron	15
heroin	12
adjunct	5
rim	7
hoover	5
bureau	10
ree	2
circuit	7
dew	6
other	8
notch	15
troy	3
cape	15
ritual	10
schneider	4
joo	1
spine	15
ture	2
upper	15
crush	5
head	10
stagger	5
shrimp	13
repair	5
pick	7
baghdad	4
piu	4
recess	8
delhi	4
gan	2
plug	5
liang	1
pose	5
tread	8
dept	3
hidden	10
lizard	13
